Bed,Date_Time,,SoilTemp
D_1,7/29/23 14:40,C,36.5
D_1,7/29/23 15:40,C,38.5
D_1,7/29/23 16:40,C,32
D_1,7/29/23 17:40,C,30.5
D_1,7/29/23 18:40,C,26
D_1,7/29/23 19:40,C,23.5
D_1,7/29/23 20:40,C,21.5
D_1,7/29/23 21:40,C,19.5
D_1,7/29/23 22:40,C,18
D_1,7/29/23 23:40,C,16.5
D_1,7/30/23 0:40,C,15.5
D_1,7/30/23 1:40,C,15
D_1,7/30/23 2:40,C,14
D_1,7/30/23 3:40,C,13.5
D_1,7/30/23 4:40,C,12.5
D_1,7/30/23 5:40,C,12
D_1,7/30/23 6:40,C,11.5
D_1,7/30/23 7:40,C,11.5
D_1,7/30/23 8:40,C,13.5
D_1,7/30/23 9:40,C,17.5
D_1,7/30/23 10:40,C,21.5
D_1,7/30/23 11:40,C,21.5
D_1,7/30/23 12:40,C,27
D_1,7/30/23 13:40,C,33.5
D_1,7/30/23 14:40,C,37.5
D_1,7/30/23 15:40,C,39.5
D_1,7/30/23 16:40,C,32.5
D_1,7/30/23 17:40,C,30.5
D_1,7/30/23 18:40,C,26
D_1,7/30/23 19:40,C,23.5
D_1,7/30/23 20:40,C,21
D_1,7/30/23 21:40,C,19
D_1,7/30/23 22:40,C,18
D_1,7/30/23 23:40,C,17
D_1,7/31/23 0:40,C,16
D_1,7/31/23 1:40,C,15
D_1,7/31/23 2:40,C,14.5
D_1,7/31/23 3:40,C,13.5
D_1,7/31/23 4:40,C,13
D_1,7/31/23 5:40,C,12.5
D_1,7/31/23 6:40,C,12
D_1,7/31/23 7:40,C,12
D_1,7/31/23 8:40,C,14.5
D_1,7/31/23 9:40,C,18
D_1,7/31/23 10:40,C,22
D_1,7/31/23 11:40,C,22
D_1,7/31/23 12:40,C,28
D_1,7/31/23 13:40,C,34
D_1,7/31/23 14:40,C,38
D_1,7/31/23 15:40,C,40
D_1,7/31/23 16:40,C,33
D_1,7/31/23 17:40,C,31
D_1,7/31/23 18:40,C,27.5
D_1,7/31/23 19:40,C,25
D_1,7/31/23 20:40,C,22.5
D_1,7/31/23 21:40,C,20.5
D_1,7/31/23 22:40,C,19.5
D_1,7/31/23 23:40,C,18
D_1,8/1/23 0:40,C,17
D_1,8/1/23 1:40,C,16
D_1,8/1/23 2:40,C,15
D_1,8/1/23 3:40,C,14
D_1,8/1/23 4:40,C,13.5
D_1,8/1/23 5:40,C,13
D_1,8/1/23 6:40,C,12.5
D_1,8/1/23 7:40,C,13
D_1,8/1/23 8:40,C,13.5
D_1,8/1/23 9:40,C,17
D_1,8/1/23 10:40,C,22
D_1,8/1/23 11:40,C,23
D_1,8/1/23 12:40,C,29
D_1,8/1/23 13:40,C,33
D_1,8/1/23 14:40,C,37
D_1,8/1/23 15:40,C,40.5
D_1,8/1/23 16:40,C,34
D_1,8/1/23 17:40,C,31.5
D_1,8/1/23 18:40,C,27
D_1,8/1/23 19:40,C,24
D_1,8/1/23 20:40,C,22
D_1,8/1/23 21:40,C,20
D_1,8/1/23 22:40,C,18.5
D_1,8/1/23 23:40,C,17
D_1,8/2/23 0:40,C,16
D_1,8/2/23 1:40,C,15
D_1,8/2/23 2:40,C,14.5
D_1,8/2/23 3:40,C,13.5
D_1,8/2/23 4:40,C,13
D_1,8/2/23 5:40,C,12.5
D_1,8/2/23 6:40,C,12
D_1,8/2/23 7:40,C,12
D_1,8/2/23 8:40,C,13.5
D_1,8/2/23 9:40,C,17.5
D_1,8/2/23 10:40,C,22
D_1,8/2/23 11:40,C,22
D_1,8/2/23 12:40,C,28
D_1,8/2/23 13:40,C,34.5
D_1,8/2/23 14:40,C,38.5
D_1,8/2/23 15:40,C,39.5
D_1,8/2/23 16:40,C,34
D_1,8/2/23 17:40,C,30.5
D_1,8/2/23 18:40,C,27
D_1,8/2/23 19:40,C,23.5
D_1,8/2/23 20:40,C,21
D_1,8/2/23 21:40,C,19
D_1,8/2/23 22:40,C,17.5
D_1,8/2/23 23:40,C,16.5
D_1,8/3/23 0:40,C,15.5
D_1,8/3/23 1:40,C,15
D_1,8/3/23 2:40,C,14.5
D_1,8/3/23 3:40,C,13.5
D_1,8/3/23 4:40,C,12.5
D_1,8/3/23 5:40,C,12
D_1,8/3/23 6:40,C,11
D_1,8/3/23 7:40,C,11
D_1,8/3/23 8:40,C,12.5
D_1,8/3/23 9:40,C,16
D_1,8/3/23 10:40,C,20.5
D_1,8/3/23 11:40,C,21
D_1,8/3/23 12:40,C,27.5
D_1,8/3/23 13:40,C,34
D_1,8/3/23 14:40,C,38
D_1,8/3/23 15:40,C,40
D_1,8/3/23 16:40,C,33
D_1,8/3/23 17:40,C,29.5
D_1,8/3/23 18:40,C,25.5
D_1,8/3/23 19:40,C,22.5
D_1,8/3/23 20:40,C,20
D_1,8/3/23 21:40,C,18
D_1,8/3/23 22:40,C,16.5
D_1,8/3/23 23:40,C,15.5
D_1,8/4/23 0:40,C,14.5
D_1,8/4/23 1:40,C,14
D_1,8/4/23 2:40,C,13.5
D_1,8/4/23 3:40,C,12.5
D_1,8/4/23 4:40,C,12
D_1,8/4/23 5:40,C,11.5
D_1,8/4/23 6:40,C,11
D_1,8/4/23 7:40,C,11
D_1,8/4/23 8:40,C,12.5
D_1,8/4/23 9:40,C,16
D_1,8/4/23 10:40,C,20.5
D_1,8/4/23 11:40,C,21
D_1,8/4/23 12:40,C,27.5
D_1,8/4/23 13:40,C,34
D_1,8/4/23 14:40,C,38.5
D_1,8/4/23 15:40,C,40.5
D_1,8/4/23 16:40,C,33.5
D_1,8/4/23 17:40,C,30.5
D_1,8/4/23 18:40,C,26
D_1,8/4/23 19:40,C,23
D_1,8/4/23 20:40,C,20.5
D_1,8/4/23 21:40,C,18.5
D_1,8/4/23 22:40,C,16.5
D_1,8/4/23 23:40,C,15
D_1,8/5/23 0:40,C,14
D_1,8/5/23 1:40,C,12.5
D_1,8/5/23 2:40,C,11.5
D_1,8/5/23 3:40,C,10.5
D_1,8/5/23 4:40,C,10
D_1,8/5/23 5:40,C,9.5
D_1,8/5/23 6:40,C,9
D_1,8/5/23 7:40,C,9
D_1,8/5/23 8:40,C,10.5
D_1,8/5/23 9:40,C,14.5
D_1,8/5/23 10:40,C,19.5
D_1,8/5/23 11:40,C,19.5
D_1,8/5/23 12:40,C,26.5
D_1,8/5/23 13:40,C,33.5
D_1,8/5/23 14:40,C,38
D_1,8/5/23 15:40,C,40.5
D_1,8/5/23 16:40,C,33.5
D_1,8/5/23 17:40,C,30.5
D_1,8/5/23 18:40,C,26
D_1,8/5/23 19:40,C,23
D_1,8/5/23 20:40,C,20.5
D_1,8/5/23 21:40,C,18.5
D_1,8/5/23 22:40,C,16.5
D_1,8/5/23 23:40,C,15.5
D_1,8/6/23 0:40,C,14
D_1,8/6/23 1:40,C,13.5
D_1,8/6/23 2:40,C,12.5
D_1,8/6/23 3:40,C,12
D_1,8/6/23 4:40,C,11.5
D_1,8/6/23 5:40,C,11
D_1,8/6/23 6:40,C,11
D_1,8/6/23 7:40,C,11.5
D_1,8/6/23 8:40,C,12.5
D_1,8/6/23 9:40,C,16.5
D_1,8/6/23 10:40,C,20.5
D_1,8/6/23 11:40,C,20.5
D_1,8/6/23 12:40,C,27.5
D_1,8/6/23 13:40,C,35
D_1,8/6/23 14:40,C,39
D_1,8/6/23 15:40,C,41.5
D_1,8/6/23 16:40,C,34.5
D_1,8/6/23 17:40,C,31.5
D_1,8/6/23 18:40,C,27
D_1,8/6/23 19:40,C,24
D_1,8/6/23 20:40,C,21.5
D_1,8/6/23 21:40,C,19
D_1,8/6/23 22:40,C,17.5
D_1,8/6/23 23:40,C,16
D_1,8/7/23 0:40,C,15
D_1,8/7/23 1:40,C,14
D_1,8/7/23 2:40,C,13
D_1,8/7/23 3:40,C,12.5
D_1,8/7/23 4:40,C,12
D_1,8/7/23 5:40,C,11.5
D_1,8/7/23 6:40,C,11
D_1,8/7/23 7:40,C,11
D_1,8/7/23 8:40,C,12
D_1,8/7/23 9:40,C,16
D_1,8/7/23 10:40,C,20
D_1,8/7/23 11:40,C,19.5
D_1,8/7/23 12:40,C,27.5
D_1,8/7/23 13:40,C,34.5
D_1,8/7/23 14:40,C,39
D_1,8/7/23 15:40,C,41.5
D_1,8/7/23 16:40,C,34.5
D_1,8/7/23 17:40,C,31
D_1,8/7/23 18:40,C,26.5
D_1,8/7/23 19:40,C,23.5
D_1,8/7/23 20:40,C,21
D_1,8/7/23 21:40,C,19
D_1,8/7/23 22:40,C,17.5
D_1,8/7/23 23:40,C,16
D_1,8/8/23 0:40,C,14.5
D_1,8/8/23 1:40,C,14
D_1,8/8/23 2:40,C,13
D_1,8/8/23 3:40,C,12.5
D_1,8/8/23 4:40,C,11.5
D_1,8/8/23 5:40,C,11
D_1,8/8/23 6:40,C,10.5
D_1,8/8/23 7:40,C,10.5
D_1,8/8/23 8:40,C,11.5
D_1,8/8/23 9:40,C,15.5
D_1,8/8/23 10:40,C,19.5
D_1,8/8/23 11:40,C,19.5
D_1,8/8/23 12:40,C,27.5
D_1,8/8/23 13:40,C,34.5
D_1,8/8/23 14:40,C,38.5
D_1,8/8/23 15:40,C,41
D_1,8/8/23 16:40,C,34
D_1,8/8/23 17:40,C,30
D_1,8/8/23 18:40,C,26
D_1,8/8/23 19:40,C,23
D_1,8/8/23 20:40,C,20.5
D_1,8/8/23 21:40,C,18.5
D_1,8/8/23 22:40,C,17
D_1,8/8/23 23:40,C,15.5
D_1,8/9/23 0:40,C,14.5
D_1,8/9/23 1:40,C,13.5
D_1,8/9/23 2:40,C,12.5
D_1,8/9/23 3:40,C,11.5
D_1,8/9/23 4:40,C,11
D_1,8/9/23 5:40,C,10.5
D_1,8/9/23 6:40,C,9.5
D_1,8/9/23 7:40,C,9
D_1,8/9/23 8:40,C,10
D_1,8/9/23 9:40,C,14
D_1,8/9/23 10:40,C,18.5
D_1,8/9/23 11:40,C,18
D_1,8/9/23 12:40,C,26.5
D_1,8/9/23 13:40,C,33.5
D_1,8/9/23 14:40,C,38.5
D_1,8/9/23 15:40,C,40.5
D_1,8/9/23 16:40,C,33.5
D_1,8/9/23 17:40,C,28.5
D_1,8/9/23 18:40,C,25
D_1,8/9/23 19:40,C,22
D_1,8/9/23 20:40,C,19.5
D_1,8/9/23 21:40,C,17.5
D_1,8/9/23 22:40,C,16
D_1,8/9/23 23:40,C,14.5
D_1,8/10/23 0:40,C,13
D_1,8/10/23 1:40,C,12
D_1,8/10/23 2:40,C,11.5
D_1,8/10/23 3:40,C,10.5
D_1,8/10/23 4:40,C,10
D_1,8/10/23 5:40,C,9.5
D_1,8/10/23 6:40,C,8.5
D_1,8/10/23 7:40,C,8.5
D_1,8/10/23 8:40,C,9.5
D_1,8/10/23 9:40,C,14
D_1,8/10/23 10:40,C,18.5
D_1,8/10/23 11:40,C,17.5
D_1,8/10/23 12:40,C,26
D_1,8/10/23 13:40,C,33.5
D_1,8/10/23 14:40,C,38
D_1,8/10/23 15:40,C,40.5
D_1,8/10/23 16:40,C,33
D_1,8/10/23 17:40,C,28.5
D_1,8/10/23 18:40,C,25
D_1,8/10/23 19:40,C,22
D_1,8/10/23 20:40,C,19.5
D_1,8/10/23 21:40,C,18
D_1,8/10/23 22:40,C,16
D_1,8/10/23 23:40,C,15
D_1,8/11/23 0:40,C,14
D_1,8/11/23 1:40,C,13
D_1,8/11/23 2:40,C,12.5
D_1,8/11/23 3:40,C,12
D_1,8/11/23 4:40,C,11.5
D_1,8/11/23 5:40,C,11
D_1,8/11/23 6:40,C,11
D_1,8/11/23 7:40,C,11
D_1,8/11/23 8:40,C,13
D_1,8/11/23 9:40,C,15.5
D_1,8/11/23 10:40,C,18.5
D_1,8/11/23 11:40,C,18.5
D_1,8/11/23 12:40,C,26.5
D_1,8/11/23 13:40,C,33
D_1,8/11/23 14:40,C,37
D_1,8/11/23 15:40,C,40
D_1,8/11/23 16:40,C,34
D_1,8/11/23 17:40,C,23
D_1,8/11/23 18:40,C,20.5
D_1,8/11/23 19:40,C,18.5
D_1,8/11/23 20:40,C,17
D_1,8/11/23 21:40,C,16
D_1,8/11/23 22:40,C,15.5
D_1,8/11/23 23:40,C,15
D_1,8/12/23 0:40,C,14.5
D_1,8/12/23 1:40,C,14
D_1,8/12/23 2:40,C,13.5
D_1,8/12/23 3:40,C,12.5
D_1,8/12/23 4:40,C,12.5
D_1,8/12/23 5:40,C,11.5
D_1,8/12/23 6:40,C,11
D_1,8/12/23 7:40,C,11
D_1,8/12/23 8:40,C,11.5
D_1,8/12/23 9:40,C,15.5
D_1,8/12/23 10:40,C,19
D_1,8/12/23 11:40,C,18
D_1,8/12/23 12:40,C,26
D_1,8/12/23 13:40,C,31
D_1,8/12/23 14:40,C,35
D_1,8/12/23 15:40,C,36
D_1,8/12/23 16:40,C,29
D_1,8/12/23 17:40,C,26
D_1,8/12/23 18:40,C,24
D_1,8/12/23 19:40,C,22
D_1,8/12/23 20:40,C,20.5
D_1,8/12/23 21:40,C,19
D_1,8/12/23 22:40,C,18
D_1,8/12/23 23:40,C,17
D_1,8/13/23 0:40,C,16.5
D_1,8/13/23 1:40,C,16
D_1,8/13/23 2:40,C,15.5
D_1,8/13/23 3:40,C,14.5
D_1,8/13/23 4:40,C,14
D_1,8/13/23 5:40,C,13
D_1,8/13/23 6:40,C,12.5
D_1,8/13/23 7:40,C,12.5
D_1,8/13/23 8:40,C,13
D_1,8/13/23 9:40,C,16
D_1,8/13/23 10:40,C,19.5
D_1,8/13/23 11:40,C,19
D_1,8/13/23 12:40,C,26.5
D_1,8/13/23 13:40,C,30.5
D_1,8/13/23 14:40,C,34.5
D_1,8/13/23 15:40,C,33.5
D_1,8/13/23 16:40,C,29
D_1,8/13/23 17:40,C,26.5
D_1,8/13/23 18:40,C,24.5
D_1,8/13/23 19:40,C,22.5
D_1,8/13/23 20:40,C,21
D_1,8/13/23 21:40,C,19.5
D_1,8/13/23 22:40,C,18.5
D_1,8/13/23 23:40,C,18
D_1,8/14/23 0:40,C,17.5
D_1,8/14/23 1:40,C,17
D_1,8/14/23 2:40,C,16.5
D_1,8/14/23 3:40,C,16
D_1,8/14/23 4:40,C,16
D_1,8/14/23 5:40,C,15.5
D_1,8/14/23 6:40,C,15
D_1,8/14/23 7:40,C,15
D_1,8/14/23 8:40,C,16.5
D_1,8/14/23 9:40,C,19.5
D_1,8/14/23 10:40,C,21
D_1,8/14/23 11:40,C,21
D_1,8/14/23 12:40,C,20.5
D_1,8/14/23 13:40,C,24.5
D_1,8/14/23 14:40,C,27.5
D_1,8/14/23 15:40,C,22.5
D_1,8/14/23 16:40,C,21
D_1,8/14/23 17:40,C,18
D_1,8/14/23 18:40,C,17
D_1,8/14/23 19:40,C,16.5
D_1,8/14/23 20:40,C,15
D_1,8/14/23 21:40,C,14
D_1,8/14/23 22:40,C,13.5
D_1,8/14/23 23:40,C,12.5
D_1,8/15/23 0:40,C,12
D_1,8/15/23 1:40,C,11.5
D_1,8/15/23 2:40,C,11
D_1,8/15/23 3:40,C,10.5
D_1,8/15/23 4:40,C,10.5
D_1,8/15/23 5:40,C,10
D_1,8/15/23 6:40,C,9.5
D_1,8/15/23 7:40,C,9.5
D_1,8/15/23 8:40,C,10.5
D_1,8/15/23 9:40,C,14
D_1,8/15/23 10:40,C,17
D_1,8/15/23 11:40,C,17.5
D_1,8/15/23 12:40,C,20.5
D_1,8/15/23 13:40,C,23.5
D_1,8/15/23 14:40,C,23.5
D_1,8/15/23 15:40,C,18.5
D_1,8/15/23 16:40,C,18
D_1,8/15/23 17:40,C,18
D_1,8/15/23 18:40,C,18
D_1,8/15/23 19:40,C,16.5
D_1,8/15/23 20:40,C,15
D_1,8/15/23 21:40,C,14
D_1,8/15/23 22:40,C,13
D_1,8/15/23 23:40,C,12
D_1,8/16/23 0:40,C,11.5
D_1,8/16/23 1:40,C,11
D_1,8/16/23 2:40,C,11
D_1,8/16/23 3:40,C,10.5
D_1,8/16/23 4:40,C,10.5
D_1,8/16/23 5:40,C,10
D_1,8/16/23 6:40,C,10
D_1,8/16/23 7:40,C,10
D_1,8/16/23 8:40,C,11.5
D_1,8/16/23 9:40,C,14
D_1,8/16/23 10:40,C,17.5
D_1,8/16/23 11:40,C,16.5
D_1,8/16/23 12:40,C,22
D_1,8/16/23 13:40,C,21.5
D_1,8/16/23 14:40,C,19
D_1,8/16/23 15:40,C,20
D_1,8/16/23 16:40,C,19.5
D_1,8/16/23 17:40,C,18.5
D_1,8/16/23 18:40,C,17.5
D_1,8/16/23 19:40,C,17
D_1,8/16/23 20:40,C,16.5
D_1,8/16/23 21:40,C,15.5
D_1,8/16/23 22:40,C,15
D_1,8/16/23 23:40,C,15
D_1,8/17/23 0:40,C,14.5
D_1,8/17/23 1:40,C,14
D_1,8/17/23 2:40,C,14
D_1,8/17/23 3:40,C,13.5
D_1,8/17/23 4:40,C,13
D_1,8/17/23 5:40,C,13
D_1,8/17/23 6:40,C,13
D_1,8/17/23 7:40,C,13.5
D_1,8/17/23 8:40,C,13.5
D_1,8/17/23 9:40,C,16
D_1,8/17/23 10:40,C,17
D_1,8/17/23 11:40,C,16.5
D_1,8/17/23 12:40,C,24
D_1,8/17/23 13:40,C,26
D_1,8/17/23 14:40,C,30.5
D_1,8/17/23 15:40,C,31
D_1,8/17/23 16:40,C,26
D_1,8/17/23 17:40,C,23
D_1,8/17/23 18:40,C,22
D_1,8/17/23 19:40,C,20
D_1,8/17/23 20:40,C,18.5
D_1,8/17/23 21:40,C,17
D_1,8/17/23 22:40,C,16
D_1,8/17/23 23:40,C,15
D_1,8/18/23 0:40,C,14
D_1,8/18/23 1:40,C,13
D_1,8/18/23 2:40,C,12.5
D_1,8/18/23 3:40,C,12
D_1,8/18/23 4:40,C,11.5
D_1,8/18/23 5:40,C,11
D_1,8/18/23 6:40,C,10.5
D_1,8/18/23 7:40,C,11
D_1,8/18/23 8:40,C,12
D_1,8/18/23 9:40,C,13.5
D_1,8/18/23 10:40,C,16
D_1,8/18/23 11:40,C,17.5
D_1,8/18/23 12:40,C,25
D_1,8/18/23 13:40,C,25.5
D_1,8/18/23 14:40,C,28.5
D_1,8/18/23 15:40,C,26
D_1,8/18/23 16:40,C,22
D_1,8/18/23 17:40,C,19.5
D_1,8/18/23 18:40,C,18.5
D_1,8/18/23 19:40,C,17
D_1,8/18/23 20:40,C,15.5
D_1,8/18/23 21:40,C,14.5
D_1,8/18/23 22:40,C,14
D_1,8/18/23 23:40,C,13
D_1,8/19/23 0:40,C,12.5
D_1,8/19/23 1:40,C,11.5
D_1,8/19/23 2:40,C,11
D_1,8/19/23 3:40,C,10.5
D_1,8/19/23 4:40,C,10
D_1,8/19/23 5:40,C,9.5
D_1,8/19/23 6:40,C,9.5
D_1,8/19/23 7:40,C,9.5
D_1,8/19/23 8:40,C,10.5
D_1,8/19/23 9:40,C,13.5
D_1,8/19/23 10:40,C,15
D_1,8/19/23 11:40,C,15.5
D_1,8/19/23 12:40,C,24
D_1,8/19/23 13:40,C,26
D_1,8/19/23 14:40,C,27
D_1,8/19/23 15:40,C,28
D_1,8/19/23 16:40,C,25.5
D_1,8/19/23 17:40,C,22.5
D_1,8/19/23 18:40,C,21
D_1,8/19/23 19:40,C,19.5
D_1,8/19/23 20:40,C,18.5
D_1,8/19/23 21:40,C,17.5
D_1,8/19/23 22:40,C,16.5
D_1,8/19/23 23:40,C,15.5
D_1,8/20/23 0:40,C,14.5
D_1,8/20/23 1:40,C,14
D_1,8/20/23 2:40,C,13.5
D_1,8/20/23 3:40,C,13.5
D_1,8/20/23 4:40,C,13
D_1,8/20/23 5:40,C,13
D_1,8/20/23 6:40,C,12.5
D_1,8/20/23 7:40,C,12.5
D_1,8/20/23 8:40,C,13.5
D_1,8/20/23 9:40,C,14.5
D_1,8/20/23 10:40,C,15.5
D_1,8/20/23 11:40,C,16
D_1,8/20/23 12:40,C,17
D_1,8/20/23 13:40,C,18
D_1,8/20/23 14:40,C,19
D_1,8/20/23 15:40,C,18.5
D_1,8/20/23 16:40,C,18
D_1,8/20/23 17:40,C,17.5
D_1,8/20/23 18:40,C,16.5
D_1,8/20/23 19:40,C,15.5
D_1,8/20/23 20:40,C,15
D_1,8/20/23 21:40,C,14
D_1,8/20/23 22:40,C,13
D_1,8/20/23 23:40,C,12.5
D_1,8/21/23 0:40,C,12
D_1,8/21/23 1:40,C,12
D_1,8/21/23 2:40,C,12
D_1,8/21/23 3:40,C,12
D_1,8/21/23 4:40,C,12
D_1,8/21/23 5:40,C,11.5
D_1,8/21/23 6:40,C,11.5
D_1,8/21/23 7:40,C,11
D_1,8/21/23 8:40,C,11
D_1,8/21/23 9:40,C,11
D_1,8/21/23 10:40,C,11.5
D_1,8/21/23 11:40,C,11.5
D_1,8/21/23 12:40,C,12
D_1,8/21/23 13:40,C,14
D_1,8/21/23 14:40,C,15
D_1,8/21/23 15:40,C,14.5
D_1,8/21/23 16:40,C,14.5
D_1,8/21/23 17:40,C,12.5
D_1,8/21/23 18:40,C,12.5
D_1,8/21/23 19:40,C,12
D_1,8/21/23 20:40,C,11
D_1,8/21/23 21:40,C,10.5
D_1,8/21/23 22:40,C,10.5
D_1,8/21/23 23:40,C,10.5
D_1,8/22/23 0:40,C,10.5
D_1,8/22/23 1:40,C,10.5
D_1,8/22/23 2:40,C,10.5
D_1,8/22/23 3:40,C,10.5
D_1,8/22/23 4:40,C,10.5
D_1,8/22/23 5:40,C,10.5
D_1,8/22/23 6:40,C,10
D_1,8/22/23 7:40,C,10.5
D_1,8/22/23 8:40,C,10.5
D_1,8/22/23 9:40,C,11
D_1,8/22/23 10:40,C,13.5
D_1,8/22/23 11:40,C,15.5
D_1,8/22/23 12:40,C,18
D_1,8/22/23 13:40,C,18.5
D_1,8/22/23 14:40,C,19
D_1,8/22/23 15:40,C,19.5
D_1,8/22/23 16:40,C,18
D_1,8/22/23 17:40,C,17.5
D_1,8/22/23 18:40,C,16
D_1,8/22/23 19:40,C,14.5
D_1,8/22/23 20:40,C,13.5
D_1,8/22/23 21:40,C,12
D_1,8/22/23 22:40,C,11.5
D_1,8/22/23 23:40,C,10.5
D_1,8/23/23 0:40,C,10
D_1,8/23/23 1:40,C,9.5
D_1,8/23/23 2:40,C,9
D_1,8/23/23 3:40,C,9
D_1,8/23/23 4:40,C,9
D_1,8/23/23 5:40,C,9
D_1,8/23/23 6:40,C,8.5
D_1,8/23/23 7:40,C,8.5
D_1,8/23/23 8:40,C,9
D_1,8/23/23 9:40,C,11
D_1,8/23/23 10:40,C,12.5
D_1,8/23/23 11:40,C,13
D_1,8/23/23 12:40,C,20.5
D_1,8/23/23 13:40,C,21.5
D_1,8/23/23 14:40,C,26
D_1,8/23/23 15:40,C,26.5
D_1,8/23/23 16:40,C,21
D_1,8/23/23 17:40,C,18.5
D_1,8/23/23 18:40,C,17
D_1,8/23/23 19:40,C,16
D_1,8/23/23 20:40,C,14.5
D_1,8/23/23 21:40,C,13.5
D_1,8/23/23 22:40,C,12.5
D_1,8/23/23 23:40,C,12
D_1,8/24/23 0:40,C,11.5
D_1,8/24/23 1:40,C,11
D_1,8/24/23 2:40,C,10.5
D_1,8/24/23 3:40,C,10
D_1,8/24/23 4:40,C,9.5
D_1,8/24/23 5:40,C,9
D_1,8/24/23 6:40,C,8.5
D_1,8/24/23 7:40,C,8
D_1,8/24/23 8:40,C,8.5
D_1,8/24/23 9:40,C,10.5
D_1,8/24/23 10:40,C,12
D_1,8/24/23 11:40,C,12
D_1,8/24/23 12:40,C,20.5
D_1,8/24/23 13:40,C,21
D_1,8/24/23 14:40,C,24
D_1,8/24/23 15:40,C,26
D_1,8/24/23 16:40,C,20.5
D_1,8/24/23 17:40,C,18.5
D_1,8/24/23 18:40,C,17
D_1,8/24/23 19:40,C,16
D_1,8/24/23 20:40,C,14.5
D_1,8/24/23 21:40,C,13.5
D_1,8/24/23 22:40,C,13
D_1,8/24/23 23:40,C,12
D_1,8/25/23 0:40,C,11.5
D_1,8/25/23 1:40,C,11.5
D_1,8/25/23 2:40,C,11
D_1,8/25/23 3:40,C,10
D_1,8/25/23 4:40,C,10
D_1,8/25/23 5:40,C,9.5
D_1,8/25/23 6:40,C,9
D_1,8/25/23 7:40,C,9.5
D_1,8/25/23 8:40,C,11
D_1,8/25/23 9:40,C,12
D_1,8/25/23 10:40,C,13
D_1,8/25/23 11:40,C,13.5
D_1,8/25/23 12:40,C,21.5
D_1,8/25/23 13:40,C,22
D_1,8/25/23 14:40,C,27.5
D_1,8/25/23 15:40,C,29
D_1,8/25/23 16:40,C,23
D_1,8/25/23 17:40,C,20
D_1,8/25/23 18:40,C,18.5
D_1,8/25/23 19:40,C,17
D_1,8/25/23 20:40,C,15.5
D_1,8/25/23 21:40,C,14
D_1,8/25/23 22:40,C,13
D_1,8/25/23 23:40,C,12.5
D_1,8/26/23 0:40,C,11.5
D_1,8/26/23 1:40,C,11
D_1,8/26/23 2:40,C,10
D_1,8/26/23 3:40,C,9.5
D_1,8/26/23 4:40,C,9
D_1,8/26/23 5:40,C,8.5
D_1,8/26/23 6:40,C,8
D_1,8/26/23 7:40,C,8
D_1,8/26/23 8:40,C,8
D_1,8/26/23 9:40,C,10
D_1,8/26/23 10:40,C,11
D_1,8/26/23 11:40,C,11.5
D_1,8/26/23 12:40,C,21
D_1,8/26/23 13:40,C,21.5
D_1,8/26/23 14:40,C,28
D_1,8/26/23 15:40,C,29.5
D_1,8/26/23 16:40,C,22.5
D_1,8/26/23 17:40,C,19.5
D_1,8/26/23 18:40,C,18
D_1,8/26/23 19:40,C,16.5
D_1,8/26/23 20:40,C,14.5
D_1,8/26/23 21:40,C,13.5
D_1,8/26/23 22:40,C,12.5
D_1,8/26/23 23:40,C,11.5
D_1,8/27/23 0:40,C,11
D_1,8/27/23 1:40,C,10.5
D_1,8/27/23 2:40,C,10
D_1,8/27/23 3:40,C,9.5
D_1,8/27/23 4:40,C,9
D_1,8/27/23 5:40,C,8.5
D_1,8/27/23 6:40,C,8
D_1,8/27/23 7:40,C,8
D_1,8/27/23 8:40,C,8.5
D_1,8/27/23 9:40,C,10.5
D_1,8/27/23 10:40,C,12
D_1,8/27/23 11:40,C,12.5
D_1,8/27/23 12:40,C,22
D_1,8/27/23 13:40,C,22
D_1,8/27/23 14:40,C,28.5
D_1,8/27/23 15:40,C,30.5
D_1,8/27/23 16:40,C,23.5
D_1,8/27/23 17:40,C,20.5
D_1,8/27/23 18:40,C,19
D_1,8/27/23 19:40,C,17
D_1,8/27/23 20:40,C,15.5
D_1,8/27/23 21:40,C,14
D_1,8/27/23 22:40,C,13
D_1,8/27/23 23:40,C,12.5
D_1,8/28/23 0:40,C,11.5
D_1,8/28/23 1:40,C,11
D_1,8/28/23 2:40,C,10.5
D_1,8/28/23 3:40,C,9.5
D_1,8/28/23 4:40,C,9
D_1,8/28/23 5:40,C,8.5
D_1,8/28/23 6:40,C,8
D_1,8/28/23 7:40,C,8
D_1,8/28/23 8:40,C,8.5
D_1,8/28/23 9:40,C,10.5
D_1,8/28/23 10:40,C,12.5
D_1,8/28/23 11:40,C,13
D_1,8/28/23 12:40,C,23
D_1,8/28/23 13:40,C,23.5
D_1,8/28/23 14:40,C,29.5
D_1,8/28/23 15:40,C,31.5
D_1,8/28/23 16:40,C,25
D_1,8/28/23 17:40,C,21.5
D_1,8/28/23 18:40,C,19.5
D_1,8/28/23 19:40,C,18
D_1,8/28/23 20:40,C,16
D_1,8/28/23 21:40,C,14.5
D_1,8/28/23 22:40,C,13.5
D_1,8/28/23 23:40,C,12.5
D_1,8/29/23 0:40,C,11.5
D_1,8/29/23 1:40,C,11
D_1,8/29/23 2:40,C,10.5
D_1,8/29/23 3:40,C,10
D_1,8/29/23 4:40,C,9.5
